type,value,comment
sha-256,a28ee84bfbad9107ad39802e25c24ae0eaa00a870eca09039076a0360dcbd869,"XDSpy ZIP archive, dokazatelstva.zip"
sha-256,4f1d5081adf8ceed3c3daaaa3804e5a4ac2e964ec90590e716bc8b34953083e8,"XDSpy ZIP archive, dokazatelstva.zip"
sha-256,59b907430dde62fc7a0d1c33c38081b7dcf43777815d1abcf07e0c77f76f5894,"XDSpy ZIP archive, proyekt.zip"
sha-256,ccf56b6b727da47c89f7a1a47cc04ab3a41d225c1298a74f16c939a5622b03f2,"XDSpy ZIP archive, dokazatelstva.zip"
sha-256,b03d9dd170cd82890ee1a5503529b81ce8064893e31a88b87081a8c72610d810,"XDSpy ZIP archive, dokazatelstva.zip"
sha-256,e14fdb6c0b5b64e1ca318b7ad3ac9a4fd6dec60ef03089b87199306eba6e0ca6,"XDSpy ZIP archive, dokazatelstva.zip"
sha-256,678f79e78847a1274238740bb8cada62f9c41cab96df8537d87d38850502d0a2,"XDSpy ZIP archive, dokazatelstva.zip"
sha-256,81bb1cf3a805c1375bb3251eea9f1ad132ab1266295a75cda9ffe9278588ac7f,"XDSpy ZIP archive, proyekt.zip"
sha-256,d5c0fd26ba1504bde3222202f7a257efa9cdbc6949718495a7c33cd6510fce2a,"XDSpy ZIP archive, dokazatelstva.zip"
sha-256,52a98f2b2de46bc0835a11d2ba22b874a09788596507c13ac22b9b8877a8f3c6,"XDSpy ZIP archive, dcv.ini"
sha-256,bc0b9075e3b8504c4e0c7097c6be8aa05f96032053ec43e502d297136aaf375e,"XDSpy ZIP archive, um.ini"
sha-256,38489af1360af2cb7ba70f61e4c562fa63ce58e59576ba452db560f75ed1680a,"XDSpy ZIP archive, ycni.ini"
sha-256,dd279ea6c2a660ff7e70788af4a6c98524836c1b63beed756a77942c83de06fa,"XDSpy ZIP archive, yhc.ini"
sha-256,40bc204062a1f936c246fbffbed1a6bb41107ad9e5ad25df8970e4090258e145,"XDSpy ZIP archive, uhz.ini"
sha-256,564b2184a7f53d5f1680673ced354f5e956d897b7e1ea7d3f992cc38be6a9b20,"XDSpy ZIP archive, ldh.ini"
sha-256,7d6eb47ff307bebf87022575edd19181ad34ee5a5db1f408a25d16cd27d8aa2f,"XDSpy ZIP archive, goq.ini"
sha-256,40e3fcfcc09fd84b2745b75e0e5e7beae866f4300ec8f36e2e9ab3197f198dcd,"XDSpy ZIP archive, wiw.ini"
sha-256,0b705938e0063e73e03645e0c7a00f7c8d8533f1912eab5bf9ad7bc44d2cf9c3,"XDSpy LNK, доказательства_089741.lnk"
sha-256,9c1acde0627da8b518b0522d6fed15cecf35b20ed8920628e9f580cfc3f450ed,"XDSpy LNK, доказательства_0007093.lnk"
sha-256,5be9aba659baa089bcd253905deaf3f084f2b8f03701e90f2a46b36781165925,"XDSpy LNK, проект_08811127.lnk"
sha-256,536cd589cd685806b4348b9efa06843a90decae9f4135d1b11d8e74c7911f37d,"XDSpy LNK, доказательства_000224.lnk"
sha-256,cfd0d56ca3d6c9ca232252570522c4b904be2807c461276979b1f8c551ccd4aa,"XDSpy LNK, доказательства_099543.lnk"
sha-256,904db68a915b4bbd0b4b2d665bb1e2c51fa1b71b9c44ce45ccd4b4664f2bfd8e,"XDSpy LNK, доказательства_034464.lnk"
sha-256,e62c3135fd708ee420cf767fa1654d8d66ff01f5160ddadf633e3cc5eaeaa926,"XDSpy LNK, доказательства_066551.lnk"
sha-256,65209053f042e428b64f79ea8f570528beaa537038aa3aa50a0db6846ba8d2ec,"XDSpy LNK, проект_00252053.lnk"
sha-256,15277bfc6b784c373d535fbda9396bd16c15d990943423167602fb81b26d0f07,"XDSpy ETDownloader, d3d9.dll"
