type,value,comment
sha-256,d3bb28307d11214867c570fe594f773ba90195ed22b834bad038b62bf75a4192,"XLSM spreadsheet"
sha-256,c40c94d787f6a35ac1cb4c5f031cf5777b77c79dc3929181badea33aaf177aa7,"XLSM spreadsheet"
sha-256,59ee007fd17280470724eb8a11ab12a98e85fd2383af3065f5f09a7e1a73f88c,"XLSM spreadsheet"
sha-256,90aebc9849b659515fd70dde6db717ad457ab2a90522a410d1fd531ca8640624,"XLSM spreadsheet"
sha-256,96ee9d3ed80c59c4bf39ed630efbfa53591fbe51155db7919ef64535a6171044,"XLSM spreadsheet"
sha-256,6d474cf5aeb58a60f2f7c4d47143cc5a11a5c7f17a6b43263723d337231c3d60,"SloppyMIO"
sha-256,16164c83ce4786ab85aa3fc9566a317519e866ff6cad3fbd647f3e955b8a8255,"SloppyMIO"
sha-256,36413af1a7c7dc9e49fdf465ebc5abc3b4bb6b33f1c5ccaa17ae5e0794b6faaa,"SloppyMIO"
sha-256,6e1bb2c41500ee18bd55a2de04bb3d74bd5c5e8c45eaeef030c7c6ea661cc2db,"SloppyMIO"
sha-256,ac0e045b6f3683315ef420971f382e167385e39023d118d023fa6989e35fadf6,"SloppyMIO"
sha-256,d58e3617d759d46248718ac4dfb46535d73febffd17fad1fd8ab47ce08da2fb4,"SloppyMIO"
sha-256,e5c4295c5c57d80c875860b44f4c33ee921393bb8ce14c7be0f5ef47d7171265,"SloppyMIO"
filepath,%LOCALAPPDATA%\WindowsMediaSync\AppVStreamingUX_Multi_User.dll,"SloppyMIO"
other,^MediaSyncTask[1-9][0-9]{2}$,"Scheduled tasks name, Initial execution (regular expression: MediaSyncTask followed by a number between 100 and 999)"
other,Enterprise Workstation Health Monitoring,"Scheduled tasks name, Scheduled task used for persistence"
